Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],GDP by Country
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1748886595.55556,1831108971.11111,1595555475.55556,1733333264.44444,2155555497.77778,..,..,..,..,..,..,..,..,..,..,..,..,..,3854235264.37171,4539496562.95373,5220825048.64637,6226198934.83329,6971383338.70803,20550582746.8448,19998143635.873,18019554403.4503,18896353155.8839,18418860354.4238,18904502222.2108,20143451705.7548,14583135236.5744,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,1857338011.85488,1897050133.42015,2097326250,2080796250,2051236250,2253090000,2028553750,2545964540.88383,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077209.3737,8896074996.35876,13228147516.1168,11386853143.152,11861199830.8396,13019726211.7369,15156424061.9815,15401826080.5183,15162734205.2462,17930565118.8176,18882095517.8768,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,4863526892.69565,5077182745.7479,6766744027.55197,8707858006.19387,13209871629.0641,45207170761.6458,48801369810.5583,53698548297.5643,57937868670.1937,63692012412.3215,66745822963.0787,59089400190.4837,55634719135.3597,62048505222.3414,48187781711.0308,48640671734.9711,54790398813.0005,54744698044.2331,56760355865.0082,67863850333.9526,85332581188.6107,103198211973.242,117027280692.356,213809980720.787,165979224316.667,160034212613.438,170096989042.831,174910891124.491,171760290068.157,145743722826.258,163472233245.77,191912889420.911,7.0678417217985
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512000000,524000000,509000000,500000000,493000000,643000000,673000000,671000000,612000000,639000000,647000000,716000000,709000000,..,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,78617622.6156681,89406587.6603222,113414399.179807,150841573.45039,186557164.008677,375914806.528782,327849981.484634,330073057.021977,346742876.30271,481996191.303733,611300147.254444,721425971.769055,795489464.025027,1028989393.70295,1211953953.56347,1239840269.71814,1429048105.66618,1546912331.8807,1755989899.29591,2361635782.06019,2895047587.11888,3159826891.50873,3456265061.72065,3271685596.5215,2789881258.60547,2896610479.86779,3000162081.22356,3218419896.93327,3155149347.92151,2891001149.40074,3325145406.77109,3352032737.0391,7.21678143723686
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,5550483035.96497,5784341596.36339,6131475065.17815,7554065410.121,7072536108.69711,8084412414.26566,8769836768.83482,10201780976.6696,11229515599.3048,6506229607.29432,6152922942.98032,9129594818.60749,8936079252.77131,15285592487.4237,17812704626.2324,23552057820.4599,36970901025.2032,52381025105.2177,137244439121.374,87219300384.5072,49840491178.1518,68972769395.6274,77792944471.9494,69309110145.7687,50241368243.6314,65685435100.4986,106713618735.434,..
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,164369278.888889,182144092.962963,208372846.296296,240923924.814815,290440140.740741,337174861.851852,398637727.777778,438794788.518519,459470370.37037,727859259.259259,766200000,826370370.37037,800481481.481481,814381481.481481,856396296.296296,919729629.62963,1022962962.96296,1157662962.96296,1249733333.33333,1336692592.59259,1436585185.18519,1467955555.55556,1604770370.37037,1675403703.7037,1416348148.14815,1560518518.51852,1757603703.7037,..
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,31584210365.5447,33293199095.4881,34733000536.2862,52544000116.9037,72436777342.4554,84307486836.724,103979106777.911,116915052107.031,88150891728.1064,105872372613.857,108810885301.253,126890235049.092,76629728760.123,141352630146.731,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,526319673731.638,594749285413.212,557532317363.451,643628396190.388,524819898586.906,447754686715.081,385540406815.599,487227125385.641,632770284408.51,5.76432717829371
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,2256838857.60997,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469515.07252,6384452070.74171,11609513241.0754,10553337527.7745,10546136240.3952,11527458712.6187,12457940705.3088,13619290545.8131,12641698593.7908,13861409968.835,19502783987.8807,..
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,405586592.178771,487709497.206704,596648044.692737,695530726.256983,764804469.273743,1665363128.49162,1722905027.93296,1873184357.5419,1896648044.69274,1962011173.18436,2044134078.21229,2254748603.35196,2359776536.31285,2469832402.23464,2791061452.51397,2963128491.62011,2983798882.68156,3092178770.94972,3276187709.49721,3395793854.7486,2610038938.54749,3126019385.47486,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,41333606618.3371,45216647240.0896,52042056074.7664,63832158872.5176,88963890935.888,194037294494.097,177263464407.833,193517245510.16,180634851530.181,182472020145.495,189487824245.633,236152526238.564,299875825286.858,311430632641.087,399660855999.457,389389647825.542,415844972940.496,379357823192.53,395573025330.447,467497961560.862,614326362213.686,695305000206.729,747907432136.598,1467589901175.46,1350580336316.75,1206562910556.58,1326467487376.42,1428266513154.48,1392218527563.26,1326944627876.87,1552703151616.01,1675418665067.09,7.11950475706115
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,15373005557.0257,17858486066.7474,22059612476.9332,29515467706.796,35189299911.6608,71275287569.5733,72121016546.6524,67985344886.8716,69386774408.0872,99036164939.1618,124168442533.74,133339397080.129,133105805512.22,166463386179.354,218259904401.956,217259147049.954,197289625479.906,197508773215.323,214394866675.24,262273631180.054,301457562038.541,316092273276.015,336280064332.411,442584815286.027,381971148530.543,395837353031.51,417261151844.981,454991174096.094,444621176100.54,435225238000.43,480368403893.364,471400066091.247,6.5828731640271
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,8858006042.29607,4446370371.15023,4581246713.32066,5272617196.04517,5707618246.56848,6236086669.17539,7276413079.11451,8680410157.5717,13245421880.834,20981929497.6188,75239737488.8044,53076244754.5037,37867007022.7844,40866632047.8414,47112479289.4186,48174235294.1176,42693000000,54825411764.7059,78721058823.5294,..
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,538423153.692615,573400000,590900000,670900000,632400000,1578300000,1732800000,2041100000,2320699900,2472500000,2713999900,2817900000,3062000000,3166000000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,11176100000,11672900000,11750800000,12253500000,12653600000,13058700000,9754600000,11527600000,12897400000,6.10795430310123
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,3645744690.54719,3735106392.91252,3905585110.71098,3651861702.12766,3052393617.02128,3392021010.6383,3702393617.02128,3863563829.78723,4229787234.04255,6183777212.47778,6621010739.19607,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37802005319.1489,38653318085.1064,34621807712.766,39303403989.3617,44390820478.7234,..
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,8992721809.39332,8751842839.79658,6288245866.66667,8086725729.3407,12512460519.7088,18525399201.5968,17609048821.5488,18920840000,22278423076.9231,21774033333.3333,24298032258.0645,26579005760.2634,28781714763.8909,31598341233.463,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69442943089.4309,71819083683.7403,172885432686.945,195078574089.067,265236389198.948,293754769935.148,321379163135.647,351238397263.802,373902196399.317,416264802185.166,460201000095.101,7.56778420855232
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,311804643.275147,1163923830.35847,1236016506.73694,1346890071.09829,1409536120.91682,1547755183.21484,1704370307.76115,1812757917.76463,2006165166.80754,2012131457.26644,2817083478.34734,2951822204.54432,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217450800,4696344350,4724691200,4832811750,4981588900,5097283200,5324250000,4671800000,4843800000,5637914514.6379,..
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,21650000000,15222012660.4232,12138486532.0203,12736856827.9847,12354820143.8849,14594928109.4411,17825437482.8613,23141593073.9738,30210091836.8294,36961822468.2015,78812785767.7483,56454895054.6555,47723549319.0842,54725311690.0478,60031163987.191,64410112583.362,61371755326.2351,69673747131.87,72793457588.4367,..
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,26706196046.7931,29821661869.912,37209418018.5134,47743801490.3747,56033077879.0389,92095926187.5331,87184239053.2544,83349530159.1734,86268264148.3796,120018787249.413,149394404105.889,162299103675.261,164221056511.057,205331747947.851,258528339631.029,258245733221.468,236792460312.471,236746141604.37,258383599375.177,318082528506.588,369214712443.206,385714762230.039,408259840868.823,535390200131.009,462335574841.484,476062757356.94,502764720556.358,543299066998.892,535865692402.342,525213067068.319,594351961634.487,578604103123.349,5.91485169965986
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,53339893.2988773,59074682.9503819,65998075.7259362,78214778.3120372,103160463.464838,182206326.985,192103185.955,214381949.02,212643742.665,231638320.535,281082558.585,320093360.27,369133890.705,549500000,914000000,975000000,1116000000,1163000000,1233000000,1298000000,1389500000,1461500000,1581000000,2138000000,2210500000,2258500000,2286000000,2315000000,2416500000,2080000000,2491500000,2824081836.19867,7.63318088204092
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,333627713.462036,335073027.92408,410331856.237969,504376074.065261,554654861.53714,1267778671.52033,1095348199.36832,1051134009.29975,1045712789.8201,1336102026.99646,1562412225.8134,1620246084.77733,1502294413.87362,1959965330.47596,2455092688.14767,3677393996.83788,3519991440.32367,3666222633.8361,4194342689.26284,5349258092.89147,6190270377.07583,6567654958.75337,7034111316.29951,13284527850.2627,11388160997.1088,11821065852.127,12701655845.9622,14262408079.7005,14391686309.0337,15651545208.8771,17690083519.9322,17401746309.266,7.6044232727058
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,186300000,211100000,235400000,269500000,312600000,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7127200000,7550500000,7.11925151463135
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,141439318.404824,156704286.116855,160423489.265816,163288815.32637,191218110.435414,242742766.354203,272298060.019761,264798626.162522,287765007.10715,363458380.903342,399311196.41631,424448931.007248,461479580.18354,520846131.727551,603999372.378586,682577073.528827,796938571.960642,874989734.663935,1907090361.57887,2003596824.31099,2158971717.50418,2450366107.88229,2446867582.27133,2535655609.45889,2325185520.59339,2539551327.48291,..,..
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1017003367.00337,1095622895.6229,1257615644.97932,1262968515.74213,2100249875.06247,5594121317.37407,5422656265.83789,6169483188.83417,5377276555.06886,3959382833.0878,4347956337.83337,4597612362.09771,4715972853.37585,4867582597.52327,8497494138.07289,8285063959.43162,8397855937.46841,8141517339.15215,7905485146.44351,8082399991.29583,8773451751.5121,9549122313.39641,11451845378.6897,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,36629843806.0781,40408208523.8784,43068885672.9378,7.20373153554691
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4116775275.40595,4686255380.52593,5567774049.09534,5800616572.16444,6728219506.73943,8498893357.96025,10156541358.1787,11222796196.6789,12864842268.5435,18558731212.8666,16404352155.614,17116926092.3905,18326376394.0796,20484048415.5019,20482603346.4473,20226030731.0131,23649566069.2355,24527507287.7962,..
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,96243298.1393833,127448656.125605,164460827.506605,244124115.653176,306044205.922122,1014945860.82549,1172230575.57996,1240821849.27576,1114783538.17406,1392602040.14794,1965227085.13155,2644554881.84186,3083822367.10683,3790636664.02546,4790481509.17679,5484263050.39562,5788329609.15755,5489608299.66445,5438864269.39361,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,15470087926.2484,13530749289.7861,15082636722.856,16105156375.5848,17031943186.1353,16725908661.9419,14960291540.5283,18737066306.9659,20352322157.1467,10.2962902966422
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,42327664793.6934,48869830901.7878,58434858374.8696,83592275862.9982,109794519727.538,271314113768.417,189656506321.431,188339974086.58,210879844638.877,256480852471.129,283056836893.838,307881930752.268,412990820287.42,464989098144.854,863711007338.683,599642075039.049,655448188246.11,559983704075.658,509795270707.268,558233724160.742,669289321953.683,891633826582.606,1107626711436.44,2456043766063.5,1802211999555.59,1795693265824.27,2063514688761.67,1916933708404.16,1873288159000.64,1476107292036.59,1649622972159.35,1920095560995.06,7.33594105542559
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,179078929.195183,197525739.976803,270822794.672458,433095587.469864,1073591771.22042,4264202522.65907,3844632168.59262,3782552643.47893,3523532486.95521,2358574763.85308,2754485236.50868,2690684124.87422,2985531762.88612,3520486979.54981,4051143193.1732,4600117603.79321,6001280943.71691,5601020247.27601,5843367180.06094,6557395815.59539,7872201250.91582,9531417164.46943,11470462364.6891,17097801091.9771,12930292949.4216,11400467372.4943,12128182463.596,13567164444.9707,13469240162.5496,12005795914.7306,14006497000.2477,16681531645.7347,8.71967469827585
